tag_id,rel_site,rel_dt,length,weight
989.001034196541,L,5/23/2021 14:25,75,4.4
989.001034195302,L,5/23/2021 14:25,80,5.8
989.001034196926,L,5/23/2021 14:25,72,4.2
989.001034196081,L,5/23/2021 14:25,69,3.8
989.001034195146,L,5/23/2021 14:25,76,4.9
989.001034196949,L,5/23/2021 14:25,75,4.5
989.001034196071,L,5/23/2021 14:25,75,4.7
989.001034196509,L,5/23/2021 14:25,68,3.7
989.001034194974,L,5/23/2021 14:25,67,3.3
989.001034194622,L,5/23/2021 14:25,76,5.1
989.001034195008,L,5/23/2021 14:25,71,4.2
989.001034194963,L,5/23/2021 14:25,76,4.7
989.001034195210,L,5/23/2021 14:25,77,5.3
989.001034195175,L,5/23/2021 14:25,77,5
989.001034194736,L,5/23/2021 14:25,77,4.9
989.001034195396,L,5/23/2021 14:25,77,5.2
989.001034197011,L,5/23/2021 14:25,65,3
989.001034195052,L,5/23/2021 14:25,75,4.6
989.001034197103,L,5/23/2021 14:25,71,4
989.001034194784,L,5/23/2021 14:25,75,4.3
989.001034197022,L,5/23/2021 14:25,78,5.1
989.001034196421,L,5/23/2021 14:25,71,3.9
989.001034197062,L,5/23/2021 14:25,71,3.7
989.001034196813,L,5/23/2021 14:25,70,3.6
989.001034195254,L,5/23/2021 14:25,74,3.7
989.001034194843,L,5/23/2021 14:25,79,3.8
989.001034195378,L,5/23/2021 14:25,76,5.2
989.001034196819,L,5/23/2021 14:25,70,4.1
989.001034195173,L,5/23/2021 14:25,74,4.3
989.001034196554,L,5/23/2021 14:25,77,5
989.001034195995,L,5/23/2021 14:25,74,4.2
989.001034194605,L,5/23/2021 14:25,73,4.7
989.001034195088,L,5/23/2021 14:25,72,3.9
